vehicle_make,vehicle_model,vehicle_mileage,vehicle_wheel,vehicle_type,vehicle_cylinder,vehicle_year,vehicle_fuel,vehicle_spec,vehicle_dealer,vehicle_price
Subaru,Impreza WRX,75000,17,Sedan,4,2018,Gasoline,GCC,Linda Cars,89000
Volkswagen,Tiguan,131000,17,SUV/Crossover,4,2017,Gasoline,GCC,Linda Cars,74000
Mini,Cooper,78000,17,Hatchback,4,2018,Gasoline,GCC,Linda Cars,119000
Land Rover,Range Rover Evoque,71000,17,SUV/Crossover,4,2017,Gasoline,GCC,Linda Cars,129000
Mitsubishi,ASX,63000,17,SUV/Crossover,4,2020,Gasoline,GCC,Linda Cars,64000
Land Rover,Range Rover Evoque,136000,17,SUV/Crossover,4,2017,Gasoline,GCC,Linda Cars,119000
Mercedes-Benz,E 300,3490,20,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,348950
Mercedes-Benz,V 250,67000,18,Van,4,2019,Gasoline,GCC,GARGASH ENTERPRISES LLC,216890
Mercedes-Benz,GLE 450,30268,21,SUV/Crossover,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,400350
Mercedes-Benz,E 300,15642,20,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,340890
Mercedes-Benz,EQS 580,11085,20,Sedan,None - Electric,2022,Electric,GCC,GARGASH ENTERPRISES LLC,621580
Mercedes-Benz,EQS 580,13350,21,Sedan,None - Electric,2022,Electric,GCC,GARGASH ENTERPRISES LLC,614940
Mercedes-Benz,C 200,19980,18,Sedan,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,286690
Mercedes-Benz,E 300,5320,20,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,340660
Mercedes-Benz,C 200,21680,19,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,269890
Mercedes-Benz,EQE 350,2198,21,Sedan,None - Electric,2022,Electric,GCC,GARGASH ENTERPRISES LLC,415400
Mercedes-Benz,C 200,11149,19,Sedan,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,296880
Mercedes-Benz,GLC 300,3500,21,SUV/Crossover,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,339890
Mercedes-Benz,S 580,3180,21,Sedan,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,738960
Mercedes-Benz,S 500,5429,21,Sedan,6,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,668770
Mercedes-Benz,S 500,15900,22,Sedan,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,618590
Mercedes-Benz,S 450,10800,20,Sedan,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,522790
Mercedes-Benz,EQS 580,4994,21,Sedan,None - Electric,2022,Electric,GCC,GARGASH ENTERPRISES LLC,627890
Mercedes-Benz,EQE 350,2242,20,Sedan,None - Electric,2022,Electric,GCC,GARGASH ENTERPRISES LLC,415400
Mercedes-Benz,GLE 450,6557,21,SUV/Crossover,6,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,435770
Mercedes-Benz,E 300,15316,19,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,332650
Mercedes-Benz,E 300,18500,20,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,326860
Mercedes-Benz,E 300,7100,19,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,338990
Mercedes-Benz,E 200,3706,19,Coupe,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,345840
Mercedes-Benz,A 200,9100,19,Sedan,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,221680
Mercedes-Benz,A 200,3520,18,Hatchback,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,209790
Mercedes-Benz,A 200,3000,17,Hatchback,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,209790
Mercedes-Benz,A 200,1580,18,Hatchback,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,215660
Mercedes-Benz,A 200,7330,18,Hatchback,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,208990
Nissan,X-Trail,75000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,74000
Land Rover,Discovery Sport,133000,17,SUV/Crossover,4,2017,Gasoline,GCC,Linda Cars,84000
Jeep,Wrangler,145000,17,SUV/Crossover,6,2017,Gasoline,GCC,Linda Cars,109000
BMW,X3,99000,17,SUV/Crossover,4,2019,Gasoline,GCC,Linda Cars,159000
Land Rover,Range Rover Evoque,91000,17,Convertible,4,2017,Gasoline,GCC,Linda Cars,179000
Mercedes-Benz,GLE 43 AMG,108000,17,SUV/Crossover,6,2017,Gasoline,GCC,Linda Cars,199000
Volkswagen,Touareg,60000,17,SUV/Crossover,6,2019,Gasoline,GCC,Linda Cars,189000
Land Rover,Range Rover Sport HST,49000,17,SUV/Crossover,6,2022,Gasoline,GCC,Linda Cars,369000
Mercedes-Benz,S 500,4521,21,Sedan,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,615880
Mercedes-Benz,A 200,52100,17,Hatchback,4,2021,Gasoline,GCC,GARGASH ENTERPRISES LLC,144800
Mercedes-Benz,C 43 AMG,13368,19,Coupe,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,302050
Mercedes-Benz,A 200,49194,17,Hatchback,4,2021,Gasoline,GCC,GARGASH ENTERPRISES LLC,142850
Mercedes-Benz,CLS 450,11786,21,Sedan,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,395550
Mercedes-Benz,E 200,12250,19,Sedan,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,322550
Mercedes-Benz,EQE 350,6900,19,Sedan,None - Electric,2023,Electric,GCC,GARGASH ENTERPRISES LLC,439990
Mercedes-Benz,A 200,2040,18,Hatchback,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,209790
Mercedes-Benz,G 63 AMG,3995,22,SUV/Crossover,8,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,925760
Lexus,LX 570,153000,17,SUV/Crossover,8,2017,Gasoline,GCC,Linda Cars,259000
Honda,Accord,121000,17,Sedan,4,2018,Gasoline,GCC,Linda Cars,85000
BMW,X1,92000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,114000
Land Rover,Range Rover HSE,101000,17,SUV/Crossover,6,2019,Gasoline,GCC,Linda Cars,259000
Tesla,X,50000,17,SUV/Crossover,None - Electric,2020,Electric,GCC,Linda Cars,289000
BMW,440,113000,17,Convertible,6,2017,Gasoline,GCC,Linda Cars,129000
BMW,740,113000,17,Sedan,6,2018,Gasoline,GCC,Linda Cars,144000
Mercedes-Benz,C 200,10000,17,Sedan,4,2022,Gasoline,GCC,Linda Cars,259000
Mercedes-Benz,EQE 350,20760,21,Sedan,None - Electric,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,424860
Mercedes-Benz,C 200,22800,19,Sedan,4,2021,Gasoline,GCC,GARGASH ENTERPRISES LLC,217850
Mercedes-Benz,GLC 300,21023,20,SUV/Crossover,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,322800
Land Rover,Range Rover Velar,131000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,179000
Dodge,Charger,82000,17,Sedan,6,2018,Gasoline,GCC,Linda Cars,99000
Dodge,Challenger,82000,17,Coupe,8,2020,Gasoline,GCC,Linda Cars,149000
Mercedes-Benz,GLS 580,19158,22,SUV/Crossover,8,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,509950
Mercedes-Benz,C 200,6821,20,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,292670
Mercedes-Benz,GLE 53,16762,22,SUV/Crossover,8,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,462000
Mercedes-Benz,C 200,13127,19,Sedan,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,294580
Mercedes-Benz,C 200,14939,19,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,285850
Mercedes-Benz,C 200,17450,19,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,275750
Mercedes-Benz,EQS 580,4859,21,Sedan,None - Electric,2023,Electric,GCC,GARGASH ENTERPRISES LLC,697990
BMW,440,101000,17,Convertible,6,2017,Gasoline,GCC,Linda Cars,139000
Audi,A3,105000,17,Sedan,4,2018,Gasoline,GCC,Linda Cars,69000
Mercedes-Benz,V 250,34454,18,Van,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,293790
Mercedes-Benz,C 200,12103,19,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,279980
Mercedes-Benz,CLA 250,107000,17,Hatchback,4,2017,Gasoline,GCC,Linda Cars,112000
Mercedes-Benz,E 300,36650,19,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,309980
Mercedes-Benz,EQE 350,2400,20,Sedan,None - Electric,2022,Electric,GCC,GARGASH ENTERPRISES LLC,415400
Mercedes-Benz,S 500,7289,20,Sedan,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,626890
Mercedes-Benz,GLC 300,12260,20,SUV/Crossover,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,335660
Mercedes-Benz,AMG GT 43,3360,21,Sedan,6,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,623330
Mercedes-Benz,GLC 200,9708,20,SUV/Crossover,4,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,321990
Mercedes-Benz,G 63 AMG,4890,22,SUV/Crossover,8,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,925760
Mercedes-Benz,CLS 450,8632,20,Sedan,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,422490
Mercedes-Benz,GLE 450,20010,22,SUV/Crossover,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,420780
Mercedes-Benz,E 300,27510,19,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,311630
Mercedes-Benz,E 200,15000,20,Coupe,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,325660
Mercedes-Benz,A 200,48773,17,Sedan,4,2020,Gasoline,GCC,GARGASH ENTERPRISES LLC,163780
Dodge,Charger,70700,20,Sedan,8,2019,Gasoline,Import,Wadishee used cars,72000
Dodge,Challenger,47600,20,Coupe,6,2019,Gasoline,Import,Wadishee used cars,62999
Ford,Mustang,52000,18,Convertible,4,2019,Gasoline,Import,Wadishee used cars,73000
Mercedes-Benz,GLE 43 AMG,77125,21,SUV/Crossover,6,2019,Gasoline,GCC,GARGASH ENTERPRISES LLC,260890
Mercedes-Benz,S 560,111200,20,Sedan,8,2018,Gasoline,GCC,GARGASH ENTERPRISES LLC,279990
Mercedes-Benz,S 580,10133,21,Sedan,8,2023,Gasoline,GCC,GARGASH ENTERPRISES LLC,778760
Mercedes-Benz,A 200,61338,18,Hatchback,4,2021,Gasoline,GCC,GARGASH ENTERPRISES LLC,142580
Mercedes-Benz,CLS 53 AMG,8897,22,Sedan,8,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,489980
Mini,Cooper S,91000,17,Hatchback,4,2018,Gasoline,GCC,Linda Cars,94000
Alfa Romeo,Giulietta,7000,17,Hatchback,4,2021,Gasoline,GCC,Linda Cars,99000
Chevrolet,Trax,86000,17,SUV/Crossover,4,2019,Gasoline,GCC,Linda Cars,59000
Mercedes-Benz,A 200,7419,19,Sedan,4,2022,Gasoline,Import,GARGASH ENTERPRISES LLC,191470
Mercedes-Benz,GLC 250,66500,20,SUV/Crossover,4,2019,Gasoline,GCC,GARGASH ENTERPRISES LLC,225067
Mercedes-Benz,C 200,13209,19,Sedan,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,280770
Mercedes-Benz,S 500,14543,21,Sedan,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,606870
Mercedes-Benz,CLS 450,4406,20,Sedan,6,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,429990
Chevrolet,Camaro,37600,18,Convertible,4,2020,Gasoline,Import,Wadishee used cars,75000
Dodge,Charger,57000,17,Sedan,6,2019,Gasoline,GCC,Linda Cars,89000
BMW,X1,108000,17,SUV/Crossover,4,2017,Gasoline,GCC,Linda Cars,109000
Audi,A8,9891,17,Sedan,6,2020,Gasoline,GCC,Linda Cars,319000
Volkswagen,Teramont,3000,17,SUV/Crossover,6,2022,Gasoline,GCC,Linda Cars,199000
Dodge,Challenger,83000,20,Coupe,8,2019,Gasoline,Import,Wadishee used cars,75000
Mercedes-Benz,C 300,54000,17,Coupe,4,2018,Gasoline,GCC,Linda Cars,179000
Alfa Romeo,Giulietta,49193,18,Hatchback,4,2021,Gasoline,GCC,Purple - Gargash Motors,79000
Mercedes-Benz,GLB 250,3368,20,SUV/Crossover,4,2022,Gasoline,GCC,GARGASH ENTERPRISES LLC,246990
Mazda,6,90000,16,Sedan,4,2020,Gasoline,GCC,Galadari Automobiles Dubai,68500
Mazda,6,66000,16,Sedan,4,2020,Gasoline,GCC,Galadari Automobiles Dubai,73500
Toyota,Avanza,191000,15,Van,4,2017,Gasoline,GCC,Private Seller,30000
Chevrolet,Tahoe,114000,22,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,128000
Mitsubishi,Eclipse Cross,87000,17,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,62000
Chevrolet,Tahoe,85000,22,SUV/Crossover,8,2019,Gasoline,GCC,Private Seller,180000
Tesla,Y,27000,21,SUV/Crossover,None - Electric,2022,Electric,GCC,Private Seller,205000
Mercedes-Benz,G 63 AMG,59000,20,SUV/Crossover,8,2019,Gasoline,GCC,Private Seller,560000
Chevrolet,Tahoe,9500,22,SUV/Crossover,8,2022,Gasoline,GCC,Private Seller,310000
Hyundai,Sonata,39000,17,Sedan,4,2019,Gasoline,Import,Private Seller,38000
Toyota,Corolla,38361,18,Sedan,4,2020,Gasoline,Import,Private Seller,45500
Nissan,Kicks,95584,17,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,39000
BMW,X6,71000,20,SUV/Crossover,6,2020,Gasoline,GCC,Private Seller,300000
Mercedes-Benz,CLA 250,112800,17,Sedan,4,2019,Gasoline,Import,Private Seller,76999
Kia,Soul,70000,16,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,36000
BMW,440,104900,18,Sedan,6,2017,Gasoline,GCC,Private Seller,109990
Lamborghini,Urus,1300,23,SUV/Crossover,8,2022,Gasoline,Import,Private Seller,1350000
Porsche,911 GT3,200,21,Coupe,6,2023,Gasoline,Import,Private Seller,1199000
Mercedes-Benz,S680 Maybach,200,20,Sedan,12,2023,Gasoline,Import,Private Seller,1450000
Mercedes-Benz,G 63 AMG,200,24,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,1750000
Hyundai,Elantra,56000,15,Sedan,4,2020,Gasoline,Import,Private Seller,39000
Land Rover,Range Rover Autobiography,200,22,SUV/Crossover,6,2023,Gasoline,Import,Private Seller,1130000
Bentley,Bentayga,200,22,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,1510000
Porsche,911 Turbo S,200,21,Convertible,6,2023,Gasoline,Import,Private Seller,1300000
Mercedes-Benz,S680 Maybach,250,20,Sedan,12,2023,Gasoline,Import,Private Seller,1700000
Land Rover,Defender,250,22,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,745000
Bentley,Continental GT,250,22,Coupe,8,2023,Gasoline,Import,Private Seller,1400000
Rolls-Royce,Ghost,3300,21,Sedan,12,2023,Gasoline,Import,Private Seller,1900000
Mercedes-Benz,G 63 AMG,250,24,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,1800000
Mercedes-Benz,G 63 AMG,250,24,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,1750000
BMW,X7,250,23,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,1000000
Mercedes-Benz,S680 Maybach,500,21,Sedan,12,2023,Gasoline,Import,Private Seller,1550000
Mercedes-Benz,S680 Maybach,500,22,Sedan,12,2023,Gasoline,Import,Private Seller,1550000
Lamborghini,Urus,350,23,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,1880000
Bentley,Bentayga,9980,21,SUV/Crossover,8,2022,Gasoline,Import,Private Seller,1100000
Honda,Accord,56000,17,Sedan,4,2020,Gasoline,Import,Private Seller,59000
Mercedes-Benz,EQE 350,3000,19,Sedan,None - Electric,2022,Electric,GCC,Private Seller,430000
Ford,Ranger,89000,17,Pick Up Truck,5,2019,Diesel,GCC,Private Seller,115000
Land Rover,Range Rover Sport Supercharged,62000,20,SUV/Crossover,8,2019,Gasoline,Import,Impala Used Cars Tr - Per Person Company LLC,240000
Nissan,Patrol,71000,20,SUV/Crossover,8,2021,Gasoline,GCC,Al Faeq Used Cars,225000
Kia,Optima,88000,15,Sedan,4,2018,Gasoline,Import,Al Faeq Used Cars,32000
Infiniti,QX50,131762,17,SUV/Crossover,6,2018,Gasoline,GCC,CARS24,80499
Mitsubishi,Pajero,68205,17,SUV/Crossover,6,2020,Gasoline,GCC,CARS24,79899
Chevrolet,Captiva,38206,17,SUV/Crossover,4,2022,Gasoline,GCC,CARS24,72399
Mitsubishi,Pajero,31606,17,SUV/Crossover,6,2020,Gasoline,GCC,CARS24,79899
Toyota,Prado,105639,17,SUV/Crossover,6,2019,Gasoline,GCC,CARS24,146399
Mitsubishi,Attrage,113874,17,Sedan,3,2019,Gasoline,GCC,CARS24,32299
Kia,Rio,133884,17,Hatchback,4,2017,Gasoline,GCC,CARS24,33799
Volkswagen,Touareg,100092,17,SUV/Crossover,6,2019,Gasoline,GCC,CARS24,149999
Toyota,RAV 4,21662,17,SUV/Crossover,4,2021,Gasoline,GCC,CARS24,127199
Chevrolet,Captiva,23689,17,SUV/Crossover,4,2022,Gasoline,GCC,CARS24,72399
Honda,Civic,154545,17,Sedan,4,2018,Gasoline,GCC,CARS24,62899
Nissan,Kicks,90320,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,59699
Genesis,G80,12000,19,Sedan,4,2022,Gasoline,Import,Asan Motors,135000
Ford,Escape,89475,17,SUV/Crossover,4,2019,Gasoline,GCC,Vesla Motors L.L.C,56900
Nissan,X-Trail,216799,17,SUV/Crossover,4,2019,Gasoline,GCC,Vesla Motors L.L.C,55500
Ford,Escape,66901,17,SUV/Crossover,4,2019,Gasoline,GCC,Vesla Motors L.L.C,59800
Bentley,Flying Spur,16000,18,Sedan,12,2020,Gasoline,GCC,GTA Cars,800000
Mitsubishi,Pajero,52841,17,SUV/Crossover,6,2018,Gasoline,GCC,S.K Motors FZCO,64500
Dodge,Charger,38600,20,Sedan,8,2017,Gasoline,Import,S.K Motors FZCO,55500
Kia,Optima,46202,17,Sedan,4,2018,Gasoline,Import,S.K Motors FZCO,32500
Mitsubishi,Pajero,47903,18,SUV/Crossover,6,2018,Gasoline,GCC,S.K Motors FZCO,64500
Mitsubishi,Pajero,42921,17,SUV/Crossover,6,2018,Gasoline,GCC,S.K Motors FZCO,64500
Bentley,Bentayga,29194,21,SUV/Crossover,12,2018,Gasoline,Import,S.K Motors FZCO,499500
Toyota,Corolla,109000,15,Sedan,4,2017,Gasoline,GCC,Perfect Automobiles Trading L.L.C,43500
Chevrolet,Captiva,38010,17,SUV/Crossover,4,2022,Gasoline,GCC,CARS24,72399
Chevrolet,Spark,43473,17,Hatchback,4,2020,Gasoline,GCC,CARS24,33899
Ford,Transit,146874,15,Van,4,2019,Gasoline,GCC,Vesla Motors L.L.C,39900
Chevrolet,Cruze,89000,17,Sedan,4,2017,Gasoline,GCC,Andaleeb Used Cars Trading L.L.C,32500
Toyota,Yaris,101268,14,Sedan,4,2019,Gasoline,GCC,Swaidan Motors,44900
Nissan,Pathfinder,80386,18,SUV/Crossover,6,2020,Gasoline,GCC,Swaidan Motors,87900
Nissan,Urvan,175722,15,Van,4,2018,Gasoline,GCC,Swaidan Motors,59900
Dodge,Charger,85000,20,Sedan,8,2018,Gasoline,GCC,Al Salama Motors,98000
Nissan,Patrol,93000,20,SUV/Crossover,8,2020,Gasoline,GCC,Al Salama Motors,208000
Dodge,Charger,141000,20,Sedan,8,2018,Gasoline,Import,Al Reef Used Cars,65000
Jeep,Wrangler,76941,18,SUV/Crossover,6,2018,Gasoline,GCC,CV Auto,139000
Honda,Civic,68029,16,Sedan,4,2020,Gasoline,GCC,Swaidan Motors,69900
Honda,Civic,62056,16,Sedan,4,2020,Gasoline,GCC,Swaidan Motors,69900
Hyundai,Creta,53050,16,SUV/Crossover,4,2022,Gasoline,GCC,Swaidan Motors,69900
Kia,Cerato,72075,15,Sedan,4,2020,Gasoline,GCC,Swaidan Motors,54900
Mitsubishi,Montero,36950,18,SUV/Crossover,6,2020,Gasoline,GCC,Swaidan Motors,110900
Toyota,Corolla,48836,15,Sedan,4,2020,Gasoline,GCC,Swaidan Motors,69900
Toyota,Yaris,69207,14,Hatchback,4,2019,Gasoline,GCC,Swaidan Motors,44900
Kia,Sportage,83650,17,SUV/Crossover,4,2020,Gasoline,GCC,Swaidan Motors,69900
Kia,Sportage,55890,17,SUV/Crossover,4,2020,Gasoline,GCC,Swaidan Motors,74900
Toyota,Yaris,31966,14,Sedan,4,2022,Gasoline,GCC,Swaidan Motors,54900
Peugeot,2008,52454,16,SUV/Crossover,4,2022,Gasoline,GCC,Swaidan Motors,69900
Mitsubishi,Attrage,82590,15,Sedan,3,2019,Gasoline,GCC,Swaidan Motors,29900
Infiniti,QX50,79315,19,SUV/Crossover,4,2019,Gasoline,GCC,Swaidan Motors,114900
Nissan,Kicks,41846,16,SUV/Crossover,4,2022,Gasoline,GCC,Swaidan Motors,66900
Mitsubishi,Pajero,52000,16,SUV/Crossover,6,2018,Gasoline,GCC,Andaleeb Used Cars Trading L.L.C,74500
Ford,Mustang,122500,20,Coupe,8,2018,Gasoline,GCC,GTA 3,119000
Lexus,LX 570,4946,19,SUV/Crossover,8,2018,Gasoline,Import,White Waves Motors,455000
Hyundai,Creta,87469,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,69599
Honda,Civic,111617,17,Sedan,4,2020,Gasoline,GCC,CARS24,69599
Hyundai,Accent,128837,17,Sedan,4,2019,Gasoline,GCC,CARS24,42899
Jeep,Grand Cherokee,21027,17,SUV/Crossover,6,2021,Gasoline,GCC,CARS24,133199
Hyundai,Creta,140006,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,53699
Nissan,Kicks,118385,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,61699
Mitsubishi,Pajero,44447,17,SUV/Crossover,6,2020,Gasoline,GCC,Swaidan Motors,84900
Honda,Civic,148193,17,Sedan,4,2020,Gasoline,GCC,CARS24,69299
BMW,420,69945,17,Sedan,4,2019,Gasoline,GCC,CARS24,126499
Nissan,Kicks,81888,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,61899
Toyota,Yaris,142705,17,Sedan,4,2019,Gasoline,GCC,CARS24,45699
Toyota,Prado,132946,17,SUV/Crossover,6,2017,Gasoline,GCC,CARS24,124499
Mini,Cooper,121871,17,Hatchback,4,2018,Gasoline,GCC,CARS24,84999
BMW,430,111918,17,Coupe,4,2017,Gasoline,Import,CARS24,106499
Kia,Sportage,107911,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,66899
Kia,Sportage,114900,17,SUV/Crossover,4,2017,Gasoline,GCC,CARS24,64999
Jaguar,F-Pace,111117,17,SUV/Crossover,6,2018,Gasoline,GCC,CARS24,129899
Nissan,Sunny,192481,17,Sedan,4,2019,Gasoline,GCC,CARS24,29899
Nissan,Sunny,105533,17,Sedan,4,2019,Gasoline,GCC,CARS24,43399
Infiniti,QX50,137762,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,99899
Mitsubishi,Outlander,105541,17,SUV/Crossover,4,2017,Gasoline,GCC,CARS24,61399
Toyota,Corolla,94965,17,Sedan,4,2019,Gasoline,GCC,CARS24,66099
BMW,430,119469,17,Sedan,4,2017,Gasoline,GCC,CARS24,95099
Cadillac,XT5,100216,17,SUV/Crossover,6,2017,Gasoline,GCC,CARS24,92999
Mitsubishi,Pajero,148079,17,SUV/Crossover,6,2017,Gasoline,GCC,CARS24,59299
Kia,Sportage,75665,19,SUV/Crossover,4,2018,Gasoline,GCC,Allied Motors Trading LLC,75000
Ford,Bronco,9000,17,SUV/Crossover,4,2021,Gasoline,GCC,Oasis Cars,229000
GMC,Sierra,98000,22,Pick Up Truck,8,2020,Gasoline,GCC,HT Ejaz Hussain Manzoor Hussain,134000
Porsche,911 Turbo S,21138,21,Coupe,6,2022,Gasoline,GCC,Auto Deals Car Trading L.L.C.,889000
Mercedes-Benz,S 500,9402,21,Sedan,6,2022,Gasoline,Import,Auto Deals Car Trading L.L.C.,499000
Rolls-Royce,Cullinan,46612,22,SUV/Crossover,12,2020,Gasoline,GCC,Auto Deals Car Trading L.L.C.,1599000
Lexus,LX 600,34526,22,SUV/Crossover,6,2022,Gasoline,GCC,Auto Deals Car Trading L.L.C.,545000
Mercedes-Benz,G 63 AMG,35769,22,SUV/Crossover,8,2021,Gasoline,Import,Auto Deals Car Trading L.L.C.,835000
Mercedes-Benz,G 63 AMG,29604,22,SUV/Crossover,8,2022,Gasoline,GCC,Auto Deals Car Trading L.L.C.,865000
Mercedes-Benz,G 63 AMG,88237,22,SUV/Crossover,8,2019,Gasoline,Import,Auto Deals Car Trading L.L.C.,599000
Rolls-Royce,Wraith,28598,22,Coupe,12,2019,Gasoline,Import,Auto Deals Car Trading L.L.C.,1799000
Land Rover,Range Rover Sport Supercharged,128453,19,SUV/Crossover,6,2017,Gasoline,GCC,Auto Deals Car Trading L.L.C.,185000
BMW,730,106671,18,Sedan,4,2018,Gasoline,GCC,New Cars,129000
BMW,530,83315,18,Sedan,4,2018,Gasoline,GCC,New Cars,133000
Mercedes-Benz,C 200,159000,18,Sedan,4,2017,Gasoline,GCC,New Cars,85000
Nissan,Kicks,21000,17,SUV/Crossover,4,2022,Gasoline,GCC,Moon Car Care,75000
Nissan,Urvan,165000,17,Van,4,2019,Gasoline,GCC,Moon Car Care,52000
Nissan,Urvan,170000,18,Van,4,2018,Gasoline,GCC,Moon Car Care,48000
Porsche,911 Turbo S,320,20,Convertible,6,2023,Gasoline,Import,Stoub Biz Motors,1348000
Kia,Sportage,35737,17,SUV/Crossover,4,2019,Gasoline,Import,S.K Motors FZCO,46000
Porsche,911,19409,20,Coupe,6,2021,Gasoline,GCC,CV Auto,565000
Bentley,Bentayga,70721,21,SUV/Crossover,8,2019,Gasoline,GCC,CV Auto,649000
Land Rover,Range Rover Autobiography,3814,22,SUV/Crossover,8,2023,Gasoline,GCC,CV Auto,969000
Bentley,Bentayga,60853,22,SUV/Crossover,12,2017,Gasoline,GCC,CV Auto,479000
Kia,Sorento,10596,21,SUV/Crossover,6,2022,Gasoline,GCC,CV Auto,159000
Mercedes-Benz,AMG GT,11896,20,Coupe,8,2022,Gasoline,GCC,CV Auto,689000
Jeep,Grand Cherokee,64800,17,SUV/Crossover,6,2017,Gasoline,Import,WA Used Cars LLC,50000
Mercedes-Benz,GLC 220 d,65900,19,SUV/Crossover,4,2018,Diesel,Import,Wahat Al Sharq,135000
Chevrolet,Silverado,30000,20,Pick Up Truck,8,2021,Gasoline,GCC,Al Faeq Used Cars,128000
Toyota,RAV 4,41080,18,SUV/Crossover,4,2018,Gasoline,Import,Sikandar Motors FZE,49500
Kia,Rio,25605,15,Hatchback,4,2019,Gasoline,Import,S.K Motors FZCO,29899
Kia,Optima,41298,18,Sedan,4,2020,Gasoline,Import,S.K Motors FZCO,44500
Dodge,Challenger,38600,20,Sedan,8,2017,Gasoline,Import,S.K Motors FZCO,55500
